,noisy_SMILES
1683,CC1CNCCC(COCc2ccccc2)Oc3cccc(Oc4ccc(OC)cc4)c3S1(=O)=O                                                         
1684,cc1Ccn2c3C(=O)c4ccccc4C(=O)c3c(C)c2c1                                                                         
1685,CCcC)(1ccc(cc1)C(=O)NCC2(CCCCC2)N3CCOCC3                                                                      
1686,CC(C)c1cccc(c1)c2csc(n2)C(O)c3ccc(F)cc3                                                                       
1687,CO(1ccNC(=O)C(=O)c2ccc(OCCNC(=O)CC(=O)O)c3ccccc23)cc(cc1NS(=O)(=O)C)C(C)(C)C                                  
1688,(CNCCC)C(=O)c1cccc(c1)c2csc(n2)C(C)(O)c3ccc(OC)cc3                                                            
1689,COO(=C)c1ccc(C=CC(=O)C2=Cc3cc(O)ccc3OC2=O)cc1                                                                 
1690,cc1C(cnn1c2ccccc2F)C(=O)Nc3ccc(cc3)C(F)(F)F                                                                   
1691,FC(F)(F)Oc1ccc(cc1)c2ccc(cc2)c3ccc(cc3)C4C5=C(COC5=O)Nc6cc7cc[nH]c7cc46                                       
1692,nc1Ccnc(N2CCOCC2)c1C#Cc3cncc(NS(=O)(=O)c4ccccc4)c3                                                            
1693,CCCC(=S(=O)(=O)c1ccccc1)S(=O)(=O)c2ccccc2                                                                     
1694,1OcCccc(CCNC(=O)CSC2=Nc3ccsc3C(=O)N2CC4CCC(CC4)C(=O)O)cc1OC                                                   
1695,Fcccc1(NC(=O)CN2CCN(CCC(=O)Nc3ccccc3F)CC2)cc1                                                                 
1696,CN(C)Cc1nn(C)c2CN(Cc12)S(=O)(=O)c3cccc(C)c3                                                                   
1697,OCc1ccc(COC2C=CC(O)(CC2O)C(=O)O)cc1                                                                           
1698,1CNCC(=O)C=Cc2cnc(Nc3ccc(OC)c(OC)c3)nc12                                                                      
1699,O=c(CC1ccccc1)Nc2ccc3OC4(CCCC4)Oc3c2                                                                          
1700,(CCCC)CNC(=O)CC(O)C(CC1CCCCC1)NC(=O)C(CCCCN=C(S)NC)NC(=O)C(Cc2cccc3ccccc23)Cc4cccc5ccccc45                    
1701,C[1+]nccc(C=Cc2ccccc2)cc1                                                                                     
1702,(C1CC)CCC2(CCC3(C)C(=CCC4C5(C)CCC(OC(=O)Nc6cccc7ccccc67)C(C)(C)C5CCC34C)C2C1)C(=O)Nc8cccc9ccccc89             
1703,Ccccc1cc1C(=O)C#CC2=CN(C3CC(O)C(CO)O3)C(=O)NC2=O                                                              
1704,cc1Ccccc1C(N(C(=O)Cc2cccs2)c3cccc(F)c3)C(=O)NC4CCCC4                                                          
1705,Ccccc1c(N=C(S)NC2CCCC2)n1                                                                                     
1706,(=CSNC1CCCCC1)N2CCn3cccc3C2c4ccncc4                                                                           
1707,CCcCOC1ccc(cc1CNC(=O)c2ccc(cc2F)C(F)(F)F)c3oc(cc3)C(=O)O                                                      
1708,nc1Cc(SCC(=O)NC(=O)NCc2ccccc2)nc(C)c1C                                                                        
1709,O=c(NC1ccc(cc1)c2oc(NCCCCN3CCCCC3)nn2)C4CCCCC4                                                                
1710,=C(NO)c1nc(nc(O)c1O)c2cccs2                                                                                   
1711,CN=C(1O)C=C(SCC(=O)N2CCN(Cc3ccc4OCOc4c3)CC2)c5ccccc15                                                         
1712,CC(C)(C)c1ccccc1NC(=O)c2cc(nc3ccccc23)c4ccncc4                                                                
1713,CCC12C(CC(CC(=O)NCCN3CCOCC3)C(=O)N1CCc4c2[nH]c5ccccc45)C(=O)N6CCN(CC6)C(=O)c7occc7                            
1714,cCSC1nnc(NC(=O)CSc2nc(CC)nc3N(C)C(=O)N(C)C(=O)c23)s1                                                          
1715,CC(C)(N)C(=O)NC(Cc1c[nH]c2ccccc12)c3nnc(CCc4c[nH]c5ccccc45)n3Cc6ccc(F)cc6                                     
1716,1=COCN2C(=NN1)COc3ccc(NC4CNC4)cc23                                                                            
1717,Fcccc1(F)c(c1)S(=O)(=O)N2CCC3(CC2)OCCN3S(=O)(=O)c4ccccc4                                                      
1718,CCOCCCNC(=O)c1ccccc1SCC                                                                                       
1719,COC1CCN(C(C)C1)c2nc(nc3CCN(Cc23)c4cc(ccc4C)C(C)C)c5c(C)cccc5C                                                 
1720,N1CCC(=NC1)c2ccc3cc([nH]c3c2)c4ccc(cc4)c5ccn6cc(nc6c5)C7=NCCCN7                                               
1721,Icnnc1c2c1ncn2C3CCCO3                                                                                         
1722,1CcOnccc(n1)N2CCN(CC2)c3nccc4ccccc34                                                                          
1723,CCCC)(12CCC(C)(O1)C(=O)CCC(=CCCC(=CC2)C)C                                                                     
1724,CCCCc1ccc2Cn3cncc3CCN4CCN(C(=O)C4)c5cccc6ccc(Oc1c2)cc56                                                       
1725,CO((CN=O)OC(C)(C)C)c1ccccc1                                                                                   
1726,COCC(=O)N1CCCC2(CCN(C2=O)c3cncnc3)C1                                                                          
1727,CCNC)(S(=O)(=O)c1cc(cc(c1)c2ccccc2F)C(=O)O                                                                    
1728,CC1CCC(OC(=O)C)C2(C)C(CC3C(OC(=O)C=Cc4ccccc4)C12OC3(C)C)OC(=O)c5ccccc5                                        
1729,CNc1cc(C)nc(NCc2cc(C)cc3c(C)c(C)[nH]c23)n1                                                                    
1730,=C(CCCc1cc2C(=O)CC(Oc2c(CC=C(C)C)c1O)c3ccc4OC(C)(C)C=Cc4c3)C                                                  
1731,FC)(F1CN(CCSc2oc(nn2)c3ccccc3)C1                                                                              
1732,cc1Cc(CCCOc2c(C)cc(cc2C)c3ccc(F)c(F)c3)on1                                                                    
1733,CNCC)(C1Cc2cccc3c4CCCCCc4n(C1)c23                                                                             
1734,CN1C(=O)C(=C(N=C1C(C)(C)NC(=O)c2cccnn2)C(=O)NCc3ccc(F)cc3)O                                                   
1735,COc1ccc(CCC2=NNC(=S)N2N)cc1                                                                                   
1736,(=COCSc1nnc(c2ccccc2)n1c3ccccc3)NNC(=S)NC(=O)c4ccccc4                                                         
1737,CCcCOC1ccc(cc1F)c2ccc(CCC(N)(CO)CO)cc2                                                                        
1738,cCCC1cnc(nc1)N2CCC(CC2)OC3=CC(=O)N(C=C3)c4ccc(NC(=O)C(C)(C)C)cc4                                              
1739,O=1(NCCCCCC1)c2onc(Cc3c[nH]c4ccccc34)n2                                                                       
1740,cc1Ccc(cc1F)N(C(C(=O)NC2CCCCC2)c3ccccc3C)C(=O)c4snnc4C                                                        
1741,CC(C)(C)OC(=O)NCCCCCCCCCCCCN1C(=O)c2ccccc2C3=C1c4ccccc4C3=O                                                   
1742,CCCCc1ccc2[nH]c(c(C=NNC(=O)c3ccncc3)c2c1)c4ccc(CC)cc4                                                         
1743,COc1cc2OC(=CC(=O)c2c(OC)c1OC)c3cccc(OCCCN4CCN(Cc5ccccc5)CC4)c3                                                
1744,CC1CCc2c(C1)sc(NC(=O)c3nn(C)c(C)c3[N+](=O)[O-])c2C#N                                                          
1745,COc1ccc(nc1)C(=O)Nc2ccc(F)c(c2)C3(C)NC(=N)C(C)(F)CC3(F)F                                                      
1746,=C(ONc1ccc(O)cc1)C2=C(O)NC(=S)N=C2O                                                                           
1747,CCCC)((Cn1cc(COP(=O)(C)OC(C(F)(F)F)C(F)(F)F)nn1)NC(=O)CN(Cc2ccccc2)C(=O)C(C)NC(=O)OC(C)(C)C                   
1748,CC(C)(C(c1ccc(Nc2ccccc2)cc1)n3ccnc3)C(=O)O                                                                    
1749,CNCC)(COc1ccc(Nc2cc(ncn2)n3cnc4ccccc34)nc1                                                                    
1750,nc1Nc2ccccc2n3cnnc13                                                                                          
1751,O=N(CC1C(=O)NC2(CCCCCC2)C1=O)NCc3occc3                                                                        
1752,CN(CC=C(C)c1ccccc1)Cc2cccc3ccccc23                                                                            
1753,CCO=C1c2c(ccc3OCC4C(Nc5ccc(C)cc5C4(C)C)c23)C1=O                                                               
1754,CN1CCN(CC1)c2oc(C=Cc3ccccc3)nc2C#N                                                                            
1755,Occcc1(C=Nc2ccccc2O)cc1                                                                                       
1756,cc1Ccc2[nH]c(SSc3[nH]c4ccc(C)cc4c3CCC(=O)O)c(CCC(=O)O)c2c1                                                    
1757,CONCCCC(=O)CSC1=Nc2ccccc2C(=O)N1CCc3ccc(cc3)S(=O)(=O)N                                                        
1758,cCOC1ccc(Nc2ncc(C)c(Nc3ccc(OCC)cc3)n2)cc1                                                                     
1759,O=N(CC1C(=O)CCC1=O)N2CCCc3ccccc23                                                                             
1760,CCCCCN(C(=O)c1ccccc1)c2ccc3N=C(CCC)N(Cc4ccc(cc4)c5ccccc5c6nn[nH]n6)C(=O)c3c2                                  
1761,CCcc1Occ(cc1)C(=O)NC(C(C)C)C(=O)NCCc2ccc(cc2)S(=O)(=O)N                                                       
1762,=C(CO)NC1C(=O)SC1(C)C                                                                                         
1763,COc1ccc(cc1OC)c2noc(CCCC(=O)NCc3occc3)n2                                                                      
1764,1OcCccc(CC(=O)Nc2nnc(CCCCc3nnc(NC(=O)Cc4ccc(OC)cc4)s3)s2)cc1                                                  
1765,CCNCCO1CC(C(C1c2ccc(OC)cc2)C(=O)O)c3ccc4OCOc4c3                                                               
1766,OCCCC(=O)N1CCC(CC1)(c2ccccc2)c3nccn3Cc4ccccc4                                                                 
1767,CCN=N(C(=O)c1cc(C)[nH]n1)c2occc2                                                                              
1768,1OcCccc(CCN(C)N)cc1                                                                                           
1769,Fcccc1(cc1)N2CCN(CCCN(CC3CCCCC3)S(=O)(=O)c4cccc5cccnc45)CC2                                                   
1770,CC(C)Oc1ccc2C(=O)C(=COc2c1)c3ccccc3                                                                           
1771,COc1ncc2N=C(C(=O)N(C)c2n1)c3cc(F)cc(F)c3                                                                      
1772,nc1Nc(O)cc(Nc2ccc3CCCc3c2)n1                                                                                  
1773,CCcC)(1ccc(C)c2C(CC(=O)Oc12)c3ccc(C)cc3                                                                       
1774,(CNCCC(=O)Nc1ccc(NC(=O)C)cc1)C(=O)c2oc3c(ccc4ccccc34)c2C                                                      
1775,O=(1CC=Cc2ccsc2)CSCC1=Cc3ccsc3                                                                                
1776,C(NCc1ccccn1)c2ccc(CN3CCNCCCCCCCNCC3)cc2                                                                      
1777,OC)=O(C(=CC(=O)NCc1ccc(F)cc1)O                                                                                
1778,cCCC1cccc(c1)c2cc(NC(=O)C3CNC(=O)C3)nn2c4cccc(OCc5ccccc5)c4                                                   
1779,CCcc1Occ(cc1)c2cnc3cccnn23                                                                                    
1780,1OcCcc(C=C2SC(=C(C#N)C(=O)N3CCCC3)N(C2=O)c4ccccc4)ccc1O                                                       
1781,CC(1cnCNC(=O)COc2ccc(cc2)C(C)C)nnc1SCC(=O)Nc3cc(F)ccc3C                                                       
1782,CCOC1CC2(C)C(O)C(I)CC2C3CCc4cc(O)ccc4C13                                                                      
1783,CNcCC12ccc(O)cc2C3C1CCc4ccccc34                                                                               
1784,1OcCcc2OCCn3cc(nc3c2cn1)c4ncnn4C(C)C                                                                          
1785,CNCC)((C(=O)N1CCC(Cc2noc(C)n2)CC1)c3ccc(C)cc3                                                                 
1786,nc1Nc(O)c2ncn(COCCOC(CO)CO)c2n1                                                                               
1787,CC(C)(CO)Nc1cc(ncc1C(=NCC(F)C(C)(C)O)O)n2ncc3cc(cnc23)C#N                                                     
1788,]O-[[N+](=O)c1cn2CCC(CCOC(=O)OCc3ccc(cc3)C(F)(F)F)Oc2n1                                                       
1789,CC2CC1C3CCC(O)C3(C)CCC2C4(C)CCC(=O)C=C14                                                                      
1790,1OcCcc(C=CC(=O)c2c(O)c(CCC(C)(C)O)c(O)cc2OC)ccc1O                                                             
1791,CCCC)(Cn1c(CN2C(=O)N(Cc3ccc(cc3)C(=O)NC(CP(=O)(O)O)C(=O)O)c4ccccc24)nc5ccccc15                                
1792,CCCCCCOCCC12CC3CC(C1)CC(CCOP(=O)([O-])OCC[N+](C)(C)C)(C3)C2                                                   
1793,Cccno1(NC(=O)c2ccccc2)c1C#N                                                                                   
1794,COCCN(C(C)c1cccs1)C(=Nc2ccc(OC)cc2)S                                                                          
1795,COc1ccc(cc1COC(=O)c2ccc3OCOc3c2)C(=O)C                                                                        
1796,CC(C)c1ccc(C=CC(=O)c2c(C)cc(C)nc2O)cc1                                                                        
1797,CC=C(OO)c1ccc(NC(=O)CN2C=C(C(=O)c3ccc(CC)cc3)C(=O)c4ccc(C)nc24)cc1                                            
1798,CC1O(O)C(Cc2ccccc2)N(C(=O)N(Cc3cccc(c3)C(=O)Nc4ccccn4)C1Cc5ccccc5)c6cccc(c6)[N+](=O)[O-]                      
1799,COc1cccc(c1)C2CN(CC(=CC)C)CC2N                                                                                
1800,1CcCnoc(n1)C(=C2C(CC3(C)C2CC(O)C4C5(C)CCC(O)C(C)C5CCC34C)OC(=O)C)CCC=C(C)C                                    
1801,Cccon1(NS(=O)(=O)c2ccc(Nc3c4ccccc4nc5c(cccc35)C(=O)NCCO)cc2)c1                                                
1802,CCCCC1=NN(C(=O)N1Cc2ccc(cc2)c3ccccc3S(=O)(=O)NC(=O)C(C)C)c4ccccc4C(F)(F)F                                     
1803,Cc(nc1C)n(CC2CCCN(C2)c3ncnc4ccsc34)n1                                                                         
1804,cc1Cc(C)cc(CC2=C(I)C(=O)NC(=O)N2COCc3ccccc3)c1                                                                
1805,Cc2oc1ccc(cc2n1)c3ccccc3                                                                                      
1806,COCCCOc1cc(ccc1OC)C(=O)N(CC2CNCC2NS(=O)(=O)c3cccc(OC)c3)C(C)C                                                 
1807,COc1cccc(CCc2ccccc2OCCCN3CCc4ccccc4C3)c1                                                                      
1808,1OcCccc(Nc2cc(nc(n2)N3CCCN(CC3)c4ncccc4C(F)(F)F)N5CCCCC5)cc1F                                                 
1809,OC)=O(CCc1c(C=C2C(=O)Nc3ccc(NS(=O)(=O)Cc4ccccc4)cc23)[nH]c5CCCC(=O)c15                                        
1810,(CCCN(C)C)c1ccc(cc1)c2c(O)ccc3NC(=O)c4sccc4c23                                                                
1811,CC)=O(Nc1ccc(NC(=O)CSc2nnc(c3occc3)n2Cc4occc4)cc1                                                             
1812,cc1Fcccc1S(=O)(=O)NNC(=O)c2sccc2n3cccc3                                                                       
1813,COc1cccc(CNC(=O)Nc2ccc3Sc4ccccc4C(=O)N(C)c3c2)c1                                                              
1814,1CCOOC(CC1O)n2cnc3cccnc23                                                                                     
